bitcoin_cash,bitcoin,bitconnect,dash,ethereum_classic,ethereum,iota,litecoin,nem,monero,numeraire,omisego,neo,ripple,stratis,qtum,waves
"5,341,000,000","79,578,200,000","1,143,640,000","2,218,760,000","1,112,470,000","28,626,300,000","1,325,920,000","2,706,060,000","1,892,910,000","1,318,540,000","14,343,600","798,713,000","1,464,940,000","10,061,500,000","335,756,000","710,230,000","410,915,000"
"5,224,170,000","79,351,800,000","1,116,440,000","2,158,330,000","1,107,010,000","28,281,400,000","1,296,520,000","2,673,460,000","1,745,490,000","1,301,030,000","14,430,000","736,231,000","1,457,270,000","9,758,310,000","331,471,000","710,536,000","410,737,000"
"5,716,320,000","76,656,500,000","1,034,940,000","2,280,670,000","1,166,960,000","29,328,300,000","1,390,760,000","2,828,800,000","1,752,840,000","1,363,380,000","15,121,100","765,067,000","1,601,800,000","10,759,300,000","347,588,000","657,304,000","443,937,000"
"6,004,940,000","73,575,400,000","995,090,000","2,360,300,000","1,181,440,000","29,550,900,000","1,486,070,000","2,796,640,000","1,896,110,000","1,388,030,000","18,293,100","839,543,000","1,781,810,000","9,198,180,000","384,053,000","705,791,000","501,163,000"
"6,062,860,000","72,565,100,000","984,296,000","2,339,080,000","1,185,190,000","29,340,400,000","1,402,240,000","2,776,920,000","1,907,490,000","1,380,750,000","18,295,100","851,803,000","1,677,000,000","9,030,320,000","363,891,000","688,284,000","495,816,000"
"5,926,540,000","71,810,600,000","958,272,000","2,321,080,000","1,148,890,000","28,031,100,000","1,509,890,000","2,749,460,000","1,905,590,000","1,394,580,000","17,754,300","866,972,000","1,625,060,000","9,115,310,000","350,388,000","700,544,000","497,017,000"
"5,971,260,000","70,233,700,000","931,554,000","2,321,550,000","1,150,570,000","27,800,400,000","1,521,500,000","2,736,260,000","1,963,310,000","1,373,110,000","17,635,900","852,239,000","1,560,680,000","8,266,280,000","359,209,000","684,358,000","491,795,000"
"6,729,640,000","71,712,500,000","941,932,000","2,255,220,000","1,190,230,000","27,794,100,000","1,558,910,000","2,782,460,000","2,010,220,000","1,410,000,000","17,295,800","909,963,000","1,689,390,000","7,792,170,000","374,747,000","717,223,000","474,477,000"
"7,022,370,000","73,181,300,000","955,766,000","2,342,990,000","1,198,270,000","28,238,500,000","1,604,290,000","2,840,540,000","2,079,210,000","1,387,960,000","18,683,000","903,903,000","1,832,530,000","7,791,820,000","385,143,000","702,872,000","486,590,000"
"6,921,580,000","72,963,200,000","953,552,000","2,398,500,000","1,223,910,000","28,708,500,000","1,718,250,000","2,901,270,000","2,206,660,000","1,418,400,000","20,440,100","965,225,000","1,785,160,000","7,901,790,000","406,341,000","729,062,000","497,344,000"
